station_id,date,precip_mm,air_temp_c,ndvi,sand_frac,clay_frac,elevation_m,sm_target
ST000,2016-11-18,0.0,-2.3,0.324,0.228,0.251,1321.6,0.0767
ST000,2016-11-25,0.0,0.41,0.327,0.228,0.251,1321.6,0.1705
ST000,2016-12-02,0.0,-8.04,0.239,0.228,0.251,1321.6,0.0893
ST000,2016-12-09,0.0,-3.27,0.25,0.228,0.251,1321.6,0.0681
ST000,2016-12-16,0.0,-3.91,0.205,0.228,0.251,1321.6,0.0866
ST000,2016-12-23,0.0,-4.22,0.178,0.228,0.251,1321.6,0.0532
ST000,2016-12-30,0.0,-6.99,0.146,0.228,0.251,1321.6,0.0406
ST000,2017-01-06,0.0,-7.33,0.122,0.228,0.251,1321.6,0.097
ST000,2017-01-13,0.0,-10.46,0.161,0.228,0.251,1321.6,0.0532
ST000,2017-01-20,0.0,-4.77,0.121,0.228,0.251,1321.6,0.0711
ST000,2017-01-27,0.0,-6.04,0.176,0.228,0.251,1321.6,0.0648
ST000,2017-02-03,0.0,-2.39,0.058,0.228,0.251,1321.6,0.0664
ST000,2017-02-10,0.0,-6.62,0.097,0.228,0.251,1321.6,0.048
ST000,2017-02-17,0.0,-2.81,0.092,0.228,0.251,1321.6,0.1374
ST000,2017-02-24,0.0,-3.59,0.085,0.228,0.251,1321.6,0.2406
ST000,2017-03-03,4.65,-3.01,0.113,0.228,0.251,1321.6,0.3056
ST000,2017-03-10,0.0,-1.84,0.149,0.228,0.251,1321.6,0.1478
ST000,2017-03-17,0.28,-2.67,0.152,0.228,0.251,1321.6,0.1021
ST000,2017-03-24,1.84,-1.5,0.194,0.228,0.251,1321.6,0.0795
ST000,2017-03-31,7.44,2.95,0.179,0.228,0.251,1321.6,0.3881
ST000,2017-04-07,30.49,5.25,0.265,0.228,0.251,1321.6,0.3587
ST000,2017-04-14,0.0,6.98,0.268,0.228,0.251,1321.6,0.3405
ST000,2017-04-21,0.0,5.23,0.256,0.228,0.251,1321.6,0.2747
ST000,2017-04-28,0.11,7.58,0.275,0.228,0.251,1321.6,0.27
ST000,2017-05-05,0.0,7.89,0.339,0.228,0.251,1321.6,0.3603
ST000,2017-05-12,0.0,8.67,0.351,0.228,0.251,1321.6,0.3304
ST000,2017-05-19,4.22,12.24,0.387,0.228,0.251,1321.6,0.2232
ST000,2017-05-26,0.0,11.74,0.462,0.228,0.251,1321.6,0.2484
ST000,2017-06-02,0.0,13.09,0.404,0.228,0.251,1321.6,0.1491
ST000,2017-06-09,34.21,11.53,0.486,0.228,0.251,1321.6,0.3303
ST000,2017-06-16,11.31,13.68,0.47,0.228,0.251,1321.6,0.2925
ST000,2017-06-23,28.33,16.13,0.458,0.228,0.251,1321.6,0.25
ST000,2017-06-30,17.03,14.44,0.523,0.228,0.251,1321.6,0.4011
ST000,2017-07-07,12.08,14.44,0.581,0.228,0.251,1321.6,0.2352
ST000,2017-07-14,0.0,13.84,0.548,0.228,0.251,1321.6,0.1804
ST000,2017-07-21,0.0,15.51,0.592,0.228,0.251,1321.6,0.2066
ST000,2017-07-28,0.0,14.78,0.582,0.228,0.251,1321.6,0.1015
ST000,2017-08-04,0.0,14.51,0.562,0.228,0.251,1321.6,0.0471
ST000,2017-08-11,0.0,16.21,0.543,0.228,0.251,1321.6,0.0347
ST000,2017-08-18,0.0,18.42,0.591,0.228,0.251,1321.6,0.0562
ST000,2017-08-25,0.0,14.19,0.555,0.228,0.251,1321.6,0.0416
ST000,2017-09-01,0.0,10.62,0.584,0.228,0.251,1321.6,0.0463
ST000,2017-09-08,0.0,7.26,0.599,0.228,0.251,1321.6,0.0687
ST000,2017-09-15,0.0,8.34,0.595,0.228,0.251,1321.6,0.0703
ST000,2017-09-22,0.0,8.33,0.489,0.228,0.251,1321.6,0.0449
ST000,2017-09-29,0.0,11.86,0.405,0.228,0.251,1321.6,0.049
ST000,2017-10-06,0.0,5.01,0.475,0.228,0.251,1321.6,0.0622
ST000,2017-10-13,0.0,5.4,0.496,0.228,0.251,1321.6,0.0472
ST000,2017-10-20,0.0,3.6,0.499,0.228,0.251,1321.6,0.0496
ST000,2017-10-27,0.0,8.99,0.406,0.228,0.251,1321.6,0.0523
ST000,2017-11-03,0.0,0.35,0.343,0.228,0.251,1321.6,0.0436
ST000,2017-11-10,0.0,4.31,0.356,0.228,0.251,1321.6,0.0411
ST000,2017-11-17,5.25,-1.18,0.346,0.228,0.251,1321.6,0.0764
ST000,2017-11-24,0.0,-6.23,0.273,0.228,0.251,1321.6,0.0431
ST000,2017-12-01,0.0,-6.58,0.258,0.228,0.251,1321.6,0.0746
ST000,2017-12-08,0.0,-6.63,0.252,0.228,0.251,1321.6,0.0667
ST000,2017-12-15,0.0,-5.51,0.199,0.228,0.251,1321.6,0.1306
ST000,2017-12-22,0.0,-7.14,0.163,0.228,0.251,1321.6,0.0847
ST000,2017-12-29,0.0,-2.67,0.221,0.228,0.251,1321.6,0.0631
ST000,2018-01-05,0.0,-5.13,0.127,0.228,0.251,1321.6,0.0838
ST000,2018-01-12,0.0,-6.86,0.115,0.228,0.251,1321.6,0.0538
ST000,2018-01-19,0.0,-4.75,0.143,0.228,0.251,1321.6,0.0569
ST000,2018-01-26,0.0,-2.86,0.087,0.228,0.251,1321.6,0.0442
ST000,2018-02-02,0.0,-7.34,0.134,0.228,0.251,1321.6,0.0667
ST000,2018-02-09,0.0,-4.91,0.111,0.228,0.251,1321.6,0.0591
ST000,2018-02-16,0.0,-5.46,0.084,0.228,0.251,1321.6,0.0727
ST000,2018-02-23,0.0,-7.6,0.14,0.228,0.251,1321.6,0.0747
ST000,2018-03-02,3.43,-6.1,0.123,0.228,0.251,1321.6,0.0646
ST000,2018-03-09,0.0,-0.24,0.184,0.228,0.251,1321.6,0.1283
ST000,2018-03-16,0.0,-1.3,0.138,0.228,0.251,1321.6,0.0789
ST000,2018-03-23,0.0,2.69,0.195,0.228,0.251,1321.6,0.2304
ST000,2018-03-30,0.0,2.14,0.24,0.228,0.251,1321.6,0.2065
ST000,2018-04-06,0.0,0.21,0.259,0.228,0.251,1321.6,0.2838
ST000,2018-04-13,0.0,5.82,0.283,0.228,0.251,1321.6,0.2484
ST000,2018-04-20,1.07,8.84,0.243,0.228,0.251,1321.6,0.1818
ST000,2018-04-27,0.0,7.15,0.323,0.228,0.251,1321.6,0.1612
ST000,2018-05-04,0.0,11.45,0.324,0.228,0.251,1321.6,0.1111
ST000,2018-05-11,0.0,10.02,0.43,0.228,0.251,1321.6,0.0498
ST000,2018-05-18,1.72,8.97,0.342,0.228,0.251,1321.6,0.1356
ST000,2018-05-25,0.0,11.92,0.372,0.228,0.251,1321.6,0.1886
ST000,2018-06-01,0.0,11.72,0.393,0.228,0.251,1321.6,0.1299
ST000,2018-06-08,0.0,12.28,0.466,0.228,0.251,1321.6,0.173
ST000,2018-06-15,9.44,14.33,0.532,0.228,0.251,1321.6,0.1975
ST000,2018-06-22,0.0,14.77,0.509,0.228,0.251,1321.6,0.061
ST000,2018-06-29,0.0,16.74,0.538,0.228,0.251,1321.6,0.0645
ST000,2018-07-06,0.0,11.82,0.519,0.228,0.251,1321.6,0.1347
ST000,2018-07-13,0.0,13.42,0.574,0.228,0.251,1321.6,0.0497
ST000,2018-07-20,0.0,14.81,0.564,0.228,0.251,1321.6,0.0451
ST000,2018-07-27,2.61,16.4,0.634,0.228,0.251,1321.6,0.0423
ST000,2018-08-03,0.0,12.56,0.556,0.228,0.251,1321.6,0.0545
ST000,2018-08-10,0.0,17.52,0.581,0.228,0.251,1321.6,0.1297
ST000,2018-08-17,4.05,13.2,0.567,0.228,0.251,1321.6,0.2533
ST000,2018-08-24,9.16,17.2,0.508,0.228,0.251,1321.6,0.1603
ST000,2018-08-31,2.33,12.72,0.576,0.228,0.251,1321.6,0.0746
ST000,2018-09-07,17.08,10.7,0.585,0.228,0.251,1321.6,0.1532
ST000,2018-09-14,0.0,8.26,0.601,0.228,0.251,1321.6,0.0427
ST000,2018-09-21,0.0,7.32,0.56,0.228,0.251,1321.6,0.0907
ST000,2018-09-28,0.0,4.55,0.544,0.228,0.251,1321.6,0.1221
ST000,2018-10-05,0.0,6.39,0.472,0.228,0.251,1321.6,0.0453
ST000,2018-10-12,0.0,-0.19,0.44,0.228,0.251,1321.6,0.0821
ST000,2018-10-19,0.0,4.74,0.449,0.228,0.251,1321.6,0.1813
ST000,2018-10-26,0.0,6.23,0.39,0.228,0.251,1321.6,0.0754
ST000,2018-11-02,0.0,1.17,0.351,0.228,0.251,1321.6,0.1063
ST000,2018-11-09,0.0,3.53,0.332,0.228,0.251,1321.6,0.0746
ST000,2018-11-16,3.14,-0.02,0.282,0.228,0.251,1321.6,0.0694
ST000,2018-11-23,0.0,-1.42,0.297,0.228,0.251,1321.6,0.0531
ST000,2018-11-30,0.0,-1.41,0.302,0.228,0.251,1321.6,0.0344
ST000,2018-12-07,0.0,-4.82,0.233,0.228,0.251,1321.6,0.0303
ST000,2018-12-14,0.0,-3.6,0.204,0.228,0.251,1321.6,0.0441
ST000,2018-12-21,0.0,-8.81,0.222,0.228,0.251,1321.6,0.051
ST000,2018-12-28,0.0,-5.89,0.153,0.228,0.251,1321.6,0.0422
ST000,2019-01-04,0.0,-9.72,0.146,0.228,0.251,1321.6,0.0535
ST000,2019-01-11,1.01,-5.52,0.129,0.228,0.251,1321.6,0.0525
ST000,2019-01-18,0.0,-6.38,0.143,0.228,0.251,1321.6,0.0789
ST000,2019-01-25,0.0,-4.3,0.066,0.228,0.251,1321.6,0.0557
ST000,2019-02-01,0.0,-5.64,0.115,0.228,0.251,1321.6,0.0598
ST000,2019-02-08,0.0,-6.51,0.145,0.228,0.251,1321.6,0.0456
ST000,2019-02-15,1.67,-3.84,0.075,0.228,0.251,1321.6,0.0485
ST000,2019-02-22,0.0,-4.59,0.098,0.228,0.251,1321.6,0.1318
ST000,2019-03-01,0.0,-3.59,0.113,0.228,0.251,1321.6,0.0763
ST000,2019-03-08,1.78,1.31,0.123,0.228,0.251,1321.6,0.0765
ST000,2019-03-15,0.7,-4.64,0.18,0.228,0.251,1321.6,0.08
ST000,2019-03-22,0.0,1.79,0.188,0.228,0.251,1321.6,0.0449
ST000,2019-03-29,0.0,4.78,0.195,0.228,0.251,1321.6,0.0789
ST000,2019-04-05,0.0,1.13,0.214,0.228,0.251,1321.6,0.1827
ST000,2019-04-12,10.77,-0.13,0.222,0.228,0.251,1321.6,0.1792
ST000,2019-04-19,0.0,4.77,0.308,0.228,0.251,1321.6,0.142
ST000,2019-04-26,0.0,9.98,0.237,0.228,0.251,1321.6,0.1745
ST000,2019-05-03,0.0,6.72,0.353,0.228,0.251,1321.6,0.1415
ST000,2019-05-10,28.6,8.54,0.363,0.228,0.251,1321.6,0.2886
ST000,2019-05-17,0.0,10.34,0.408,0.228,0.251,1321.6,0.3562
ST000,2019-05-24,0.0,7.98,0.414,0.228,0.251,1321.6,0.2607
ST000,2019-05-31,3.63,11.99,0.374,0.228,0.251,1321.6,0.1937
ST000,2019-06-07,0.0,12.02,0.488,0.228,0.251,1321.6,0.1323
ST000,2019-06-14,13.0,15.08,0.499,0.228,0.251,1321.6,0.0936
ST000,2019-06-21,0.0,9.43,0.503,0.228,0.251,1321.6,0.2116
ST000,2019-06-28,0.0,13.82,0.542,0.228,0.251,1321.6,0.1604
ST000,2019-07-05,0.0,13.36,0.53,0.228,0.251,1321.6,0.1698
ST000,2019-07-12,3.73,14.89,0.551,0.228,0.251,1321.6,0.2258
ST000,2019-07-19,1.12,16.98,0.592,0.228,0.251,1321.6,0.2095
ST000,2019-07-26,15.1,15.97,0.546,0.228,0.251,1321.6,0.2216
ST000,2019-08-02,0.0,15.63,0.586,0.228,0.251,1321.6,0.232
ST000,2019-08-09,0.0,14.59,0.601,0.228,0.251,1321.6,0.1512
ST000,2019-08-16,0.0,15.11,0.594,0.228,0.251,1321.6,0.0506
ST000,2019-08-23,0.0,11.58,0.591,0.228,0.251,1321.6,0.0525
ST000,2019-08-30,18.56,17.12,0.544,0.228,0.251,1321.6,0.1057
ST000,2019-09-06,0.0,7.25,0.495,0.228,0.251,1321.6,0.0354
ST000,2019-09-13,0.0,11.05,0.507,0.228,0.251,1321.6,0.0477
ST000,2019-09-20,0.0,12.08,0.582,0.228,0.251,1321.6,0.0304
ST000,2019-09-27,0.0,7.26,0.503,0.228,0.251,1321.6,0.2047
ST000,2019-10-04,0.0,6.4,0.482,0.228,0.251,1321.6,0.0956
ST000,2019-10-11,0.0,5.9,0.405,0.228,0.251,1321.6,0.0869
ST000,2019-10-18,0.0,1.92,0.418,0.228,0.251,1321.6,0.061
ST000,2019-10-25,0.0,-1.02,0.442,0.228,0.251,1321.6,0.0426
ST000,2019-11-01,6.62,3.69,0.384,0.228,0.251,1321.6,0.0904
ST000,2019-11-08,0.0,0.7,0.341,0.228,0.251,1321.6,0.0691
ST000,2019-11-15,0.0,-0.78,0.356,0.228,0.251,1321.6,0.0385
ST000,2019-11-22,18.03,-1.65,0.256,0.228,0.251,1321.6,0.1158
ST000,2019-11-29,0.0,0.72,0.3,0.228,0.251,1321.6,0.1008
ST000,2019-12-06,0.0,-0.34,0.242,0.228,0.251,1321.6,0.062
ST000,2019-12-13,0.0,-7.39,0.223,0.228,0.251,1321.6,0.0576
ST000,2019-12-20,0.0,-4.13,0.24,0.228,0.251,1321.6,0.1531
ST000,2019-12-27,0.0,-5.52,0.175,0.228,0.251,1321.6,0.0842
ST000,2020-01-03,0.0,-5.97,0.213,0.228,0.251,1321.6,0.0793
ST000,2020-01-10,14.26,-4.47,0.169,0.228,0.251,1321.6,0.1349
ST000,2020-01-17,0.0,-9.32,0.114,0.228,0.251,1321.6,0.0735
ST000,2020-01-24,0.0,-7.03,0.163,0.228,0.251,1321.6,0.1134
ST000,2020-01-31,0.0,-7.77,0.147,0.228,0.251,1321.6,0.0667
ST000,2020-02-07,0.0,-3.79,0.182,0.228,0.251,1321.6,0.0708
ST000,2020-02-14,0.0,-9.02,0.078,0.228,0.251,1321.6,0.0981
ST000,2020-02-21,15.1,-2.84,0.095,0.228,0.251,1321.6,0.1818
ST000,2020-02-28,26.18,-0.71,0.156,0.228,0.251,1321.6,0.2143
ST000,2020-03-06,0.0,-0.91,0.103,0.228,0.251,1321.6,0.2138
ST000,2020-03-13,0.0,-3.14,0.211,0.228,0.251,1321.6,0.2038
ST000,2020-03-20,9.24,5.05,0.141,0.228,0.251,1321.6,0.1308
ST000,2020-03-27,0.0,-1.07,0.196,0.228,0.251,1321.6,0.1676
ST000,2020-04-03,9.69,0.55,0.184,0.228,0.251,1321.6,0.2341
ST000,2020-04-10,0.0,2.44,0.284,0.228,0.251,1321.6,0.1854
ST000,2020-04-17,0.07,4.34,0.238,0.228,0.251,1321.6,0.1342
ST000,2020-04-24,0.0,8.43,0.201,0.228,0.251,1321.6,0.097
ST000,2020-05-01,0.0,7.59,0.314,0.228,0.251,1321.6,0.047
ST000,2020-05-08,4.26,7.97,0.341,0.228,0.251,1321.6,0.1717
ST000,2020-05-15,4.07,10.19,0.385,0.228,0.251,1321.6,0.3288
ST000,2020-05-22,1.11,12.03,0.382,0.228,0.251,1321.6,0.1676
ST000,2020-05-29,0.0,12.24,0.442,0.228,0.251,1321.6,0.0627
ST000,2020-06-05,0.0,13.22,0.486,0.228,0.251,1321.6,0.2945
ST000,2020-06-12,0.0,12.24,0.465,0.228,0.251,1321.6,0.2994
ST000,2020-06-19,0.0,13.21,0.537,0.228,0.251,1321.6,0.4247
ST000,2020-06-26,0.0,17.16,0.557,0.228,0.251,1321.6,0.3506
ST000,2020-07-03,26.25,11.51,0.519,0.228,0.251,1321.6,0.3763
ST000,2020-07-10,0.0,11.39,0.57,0.228,0.251,1321.6,0.258
ST000,2020-07-17,0.95,16.69,0.569,0.228,0.251,1321.6,0.1101
ST000,2020-07-24,0.0,16.16,0.624,0.228,0.251,1321.6,0.0574
ST000,2020-07-31,0.0,14.77,0.573,0.228,0.251,1321.6,0.0404
ST000,2020-08-07,5.96,15.12,0.594,0.228,0.251,1321.6,0.0605
ST000,2020-08-14,0.0,15.17,0.561,0.228,0.251,1321.6,0.0347
ST000,2020-08-21,0.0,15.05,0.623,0.228,0.251,1321.6,0.0819
ST000,2020-08-28,0.0,14.77,0.552,0.228,0.251,1321.6,0.0372
ST000,2020-09-04,0.0,10.12,0.555,0.228,0.251,1321.6,0.0538
ST000,2020-09-11,6.44,9.26,0.55,0.228,0.251,1321.6,0.0714
ST000,2020-09-18,7.22,8.71,0.539,0.228,0.251,1321.6,0.0869
ST000,2020-09-25,5.88,4.68,0.565,0.228,0.251,1321.6,0.1059
ST000,2020-10-02,0.0,2.43,0.527,0.228,0.251,1321.6,0.0511
ST000,2020-10-09,0.0,3.99,0.504,0.228,0.251,1321.6,0.0395
ST000,2020-10-16,0.0,5.74,0.393,0.228,0.251,1321.6,0.0389
ST000,2020-10-23,0.0,3.33,0.414,0.228,0.251,1321.6,0.0557
ST000,2020-10-30,0.0,1.24,0.481,0.228,0.251,1321.6,0.0976
ST000,2020-11-06,0.0,0.24,0.359,0.228,0.251,1321.6,0.051
ST000,2020-11-13,0.0,0.79,0.354,0.228,0.251,1321.6,0.0302
ST000,2020-11-20,0.0,-0.41,0.282,0.228,0.251,1321.6,0.0478
ST000,2020-11-27,0.0,-3.5,0.262,0.228,0.251,1321.6,0.0557
ST000,2020-12-04,0.0,-6.28,0.297,0.228,0.251,1321.6,0.0497
ST000,2020-12-11,0.0,-5.86,0.239,0.228,0.251,1321.6,0.0451
ST000,2020-12-18,0.0,-5.91,0.244,0.228,0.251,1321.6,0.0439
ST000,2020-12-25,0.0,-6.35,0.205,0.228,0.251,1321.6,0.0309
ST001,2016-01-01,0.0,-1.17,0.209,0.629,0.211,1177.6,0.2232
ST001,2016-01-08,0.0,-5.1,0.169,0.629,0.211,1177.6,0.0975
ST001,2016-01-15,0.0,-6.9,0.097,0.629,0.211,1177.6,0.1001
ST001,2016-01-22,0.0,-6.87,0.137,0.629,0.211,1177.6,0.1108
ST001,2016-01-29,0.0,-3.0,0.093,0.629,0.211,1177.6,0.0798
ST001,2016-02-05,0.0,-3.29,0.125,0.629,0.211,1177.6,0.062
ST001,2016-02-12,5.42,-4.26,0.11,0.629,0.211,1177.6,0.1401
ST001,2016-02-19,0.0,-4.43,0.081,0.629,0.211,1177.6,0.1425
ST001,2016-02-26,1.8,-4.71,0.159,0.629,0.211,1177.6,0.0972
ST001,2016-03-04,2.68,-3.86,0.115,0.629,0.211,1177.6,0.0778
ST001,2016-03-11,0.0,-0.01,0.153,0.629,0.211,1177.6,0.1856
ST001,2016-03-18,5.06,0.15,0.146,0.629,0.211,1177.6,0.2256
ST001,2016-03-25,0.0,0.24,0.182,0.629,0.211,1177.6,0.1447
ST001,2016-04-01,17.85,6.97,0.248,0.629,0.211,1177.6,0.2116
ST001,2016-04-08,0.0,3.86,0.245,0.629,0.211,1177.6,0.2151
ST001,2016-04-15,0.0,-1.13,0.253,0.629,0.211,1177.6,0.1104
ST001,2016-04-22,6.88,5.62,0.279,0.629,0.211,1177.6,0.1204
ST001,2016-04-29,13.34,9.33,0.302,0.629,0.211,1177.6,0.1384
ST001,2016-05-06,11.16,11.36,0.352,0.629,0.211,1177.6,0.0861
ST001,2016-05-13,0.0,10.15,0.338,0.629,0.211,1177.6,0.2607
ST001,2016-05-20,52.36,10.25,0.358,0.629,0.211,1177.6,0.5021
ST001,2016-05-27,28.4,16.56,0.422,0.629,0.211,1177.6,0.3218
ST001,2016-06-03,0.0,15.57,0.458,0.629,0.211,1177.6,0.1306
ST001,2016-06-10,11.69,14.57,0.487,0.629,0.211,1177.6,0.1024
ST001,2016-06-17,0.99,13.7,0.494,0.629,0.211,1177.6,0.2737
ST001,2016-06-24,1.93,15.89,0.545,0.629,0.211,1177.6,0.1591
ST001,2016-07-01,0.0,18.98,0.473,0.629,0.211,1177.6,0.2119
ST001,2016-07-08,0.0,16.24,0.514,0.629,0.211,1177.6,0.083
ST001,2016-07-15,0.01,14.06,0.557,0.629,0.211,1177.6,0.0402
ST001,2016-07-22,0.0,15.25,0.594,0.629,0.211,1177.6,0.0718
ST001,2016-07-29,0.0,14.37,0.616,0.629,0.211,1177.6,0.0991
ST001,2016-08-05,0.0,15.22,0.631,0.629,0.211,1177.6,0.1715
ST001,2016-08-12,0.0,16.64,0.636,0.629,0.211,1177.6,0.0577
ST001,2016-08-19,1.86,12.05,0.612,0.629,0.211,1177.6,0.0494
ST001,2016-08-26,0.0,8.85,0.576,0.629,0.211,1177.6,0.1014
ST001,2016-09-02,0.0,14.52,0.571,0.629,0.211,1177.6,0.0333
ST001,2016-09-09,7.41,8.84,0.574,0.629,0.211,1177.6,0.061
ST001,2016-09-16,13.09,9.12,0.487,0.629,0.211,1177.6,0.0852
ST001,2016-09-23,0.0,6.37,0.506,0.629,0.211,1177.6,0.0311
ST001,2016-09-30,0.0,9.49,0.479,0.629,0.211,1177.6,0.0321
ST001,2016-10-07,0.0,9.12,0.482,0.629,0.211,1177.6,0.0362
ST001,2016-10-14,0.0,5.07,0.425,0.629,0.211,1177.6,0.0413
ST001,2016-10-21,0.0,3.78,0.447,0.629,0.211,1177.6,0.024
ST001,2016-10-28,0.0,3.82,0.402,0.629,0.211,1177.6,0.0959
ST001,2016-11-04,0.0,2.78,0.345,0.629,0.211,1177.6,0.0558
ST001,2016-11-11,0.0,-3.27,0.338,0.629,0.211,1177.6,0.0392
ST001,2016-11-18,0.0,-1.62,0.328,0.629,0.211,1177.6,0.1605
ST001,2016-11-25,0.0,-2.65,0.267,0.629,0.211,1177.6,0.0826
ST001,2016-12-02,0.0,-3.3,0.246,0.629,0.211,1177.6,0.0623
ST001,2016-12-09,0.0,-1.45,0.244,0.629,0.211,1177.6,0.0544
ST001,2016-12-16,0.0,-2.59,0.204,0.629,0.211,1177.6,0.0507
ST001,2016-12-23,0.0,-7.1,0.186,0.629,0.211,1177.6,0.0521
ST001,2016-12-30,0.0,-1.19,0.196,0.629,0.211,1177.6,0.0429
ST001,2017-01-06,0.0,-5.19,0.064,0.629,0.211,1177.6,0.0283
ST001,2017-01-13,0.0,-4.74,0.136,0.629,0.211,1177.6,0.042
ST001,2017-01-20,0.0,-6.5,0.146,0.629,0.211,1177.6,0.0991
ST001,2017-01-27,0.0,-5.35,0.087,0.629,0.211,1177.6,0.063
ST001,2017-02-03,4.86,-5.48,0.128,0.629,0.211,1177.6,0.0711
ST001,2017-02-10,0.0,-2.77,0.158,0.629,0.211,1177.6,0.0599
ST001,2017-02-17,0.0,-5.22,0.124,0.629,0.211,1177.6,0.0534
ST001,2017-02-24,0.0,-1.28,0.114,0.629,0.211,1177.6,0.0591
ST001,2017-03-03,0.0,0.42,0.075,0.629,0.211,1177.6,0.1423
ST001,2017-03-10,0.0,0.1,0.154,0.629,0.211,1177.6,0.0879
ST001,2017-03-17,0.0,-2.36,0.203,0.629,0.211,1177.6,0.0429
ST001,2017-03-24,0.0,2.3,0.205,0.629,0.211,1177.6,0.0372
ST001,2017-03-31,0.0,-1.08,0.216,0.629,0.211,1177.6,0.1035
ST001,2017-04-07,0.0,0.52,0.219,0.629,0.211,1177.6,0.1206
ST001,2017-04-14,0.0,4.07,0.247,0.629,0.211,1177.6,0.1292
ST001,2017-04-21,0.0,7.4,0.251,0.629,0.211,1177.6,0.0911
ST001,2017-04-28,19.44,13.02,0.295,0.629,0.211,1177.6,0.1742
ST001,2017-05-05,0.0,8.37,0.317,0.629,0.211,1177.6,0.118
ST001,2017-05-12,0.0,7.73,0.324,0.629,0.211,1177.6,0.1495
ST001,2017-05-19,0.0,12.93,0.398,0.629,0.211,1177.6,0.1219
ST001,2017-05-26,6.75,10.07,0.436,0.629,0.211,1177.6,0.0587
ST001,2017-06-02,0.0,14.35,0.416,0.629,0.211,1177.6,0.1623
